call_id,transcript_type,call_outcome,audience_segment,contact_duration_seconds,rep_performance_score,discovery_quality,transcript_length,handoff_detected,language_register_score,language_register_label,responsive_flow_score,responsive_flow_label,information_pacing_score,information_pacing_label,contextual_anchoring_score,contextual_anchoring_label,conversational_ownership_score,conversational_ownership_label,composite_score,composite_label,composite_summary
244d8e9a-f45b-4b7a-b0d7-192c87159286,expert_close,booked,k12_parent,1781,8,8,17835,False,2,mostly_scripted,3,mixed,2,mostly_scripted,3,mixed,3,mixed,5.2,mixed,Agent shows mixed scriptedness with generic marketing language and monologue pacing offset by responsive program adjustments and comfortable enrollment execution.
2b4dc3d0-e47b-40ef-8e56-4e9851a4e584,full_team_sell,follow_up_scheduled,k12_parent,1485,7,8,18116,True,2,mostly_scripted,3,mixed,1,scripted,4,mostly_natural,2,mostly_scripted,4.8,mixed,Expert demonstrates strong personalization to Victoria's focus challenges but delivers company and platform information in scripted monologues with marketing language and limited conversational pacing.
2c7f1636-55fa-4a12-9999-67f1a1b95853,full_team_sell,booked,adult_learner,1783,9,9,27048,True,4,mostly_natural,5,natural,3,mixed,5,natural,4,mostly_natural,8.4,mostly_natural,"Agent delivers highly personalized, responsive consultation with natural conversational tone; only the program feature presentation shows moderate scripted pacing."
2d474628-ac53-4d00-b416-3ef878652238,full_team_sell,follow_up_scheduled,k12_parent,1080,8,9,15596,True,2,mostly_scripted,3,mixed,1,scripted,4,mostly_natural,2,mostly_scripted,4.8,mixed,Expert shows strong personalization and moderate responsiveness in discovery but shifts to scripted monologue delivery with marketing language during product explanation.
2e32b0e8-3d8b-4c98-8326-7deee80a5eff,full_team_sell,booked,college_student,771,9,9,10750,True,4,mostly_natural,4,mostly_natural,3,mixed,5,natural,4,mostly_natural,8.0,mostly_natural,"Margaret delivers a mostly natural consultation with strong personalization and responsiveness, though information pacing shows some monologue tendencies when describing platform features."
2f408096-6baf-41a3-8432-02b525cf06e6,full_team_sell,follow_up_scheduled,college_student,1459,8,9,21445,True,2,mostly_scripted,3,mixed,1,scripted,3,mixed,2,mostly_scripted,4.4,mixed,"Expert demonstrates responsive discovery skills but shifts to scripted program presentation with marketing language, monologue pacing, and visible screen-reading behaviors."
3335076d-5414-4159-a7b9-4714b4f0344a,full_team_sell,booked,k12_parent,1781,9,9,22702,True,2,mostly_scripted,4,mostly_natural,2,mostly_scripted,4,mostly_natural,3,mixed,6.0,mixed,"Fernando is responsive and personalized in discovery but delivers a scripted, monologue-style company pitch using marketing language."
3689a708-482d-4e98-83d8-1ca7d2241073,full_team_sell,follow_up_scheduled,adult_learner,704,9,9,10710,True,2,mostly_scripted,3,mixed,2,mostly_scripted,4,mostly_natural,3,mixed,5.6,mixed,"Expert demonstrates strong personalization and moderate responsiveness but delivers content with marketing-heavy language and scripted pacing, resulting in mixed natural versus scripted delivery."
3c3ae5ae-8703-4c3f-ba34-3fef289d5693,full_team_sell,follow_up_scheduled,college_student,784,8,9,8183,True,2,mostly_scripted,3,mixed,1,scripted,3,mixed,2,mostly_scripted,4.4,mixed,"Expert demonstrates natural discovery skills but shifts to scripted marketing monologue during pitch, with poor awareness of customer disengagement."
3f7b2288-04c4-4c54-bbe8-a86b960ab52d,full_team_sell,callback_requested,k12_test_prep,246,8,7,3147,True,1,scripted,2,mostly_scripted,1,scripted,2,mostly_scripted,2,mostly_scripted,3.2,mostly_scripted,"Eugene delivers a predominantly scripted introduction with marketing language, monologue pacing, and generic pitch structure, though handles the unexpected reschedule request competently."
40a441a7-0a89-4367-ad97-416738755857,full_team_sell,lost,adult_learner,701,8,9,9961,True,2,mostly_scripted,3,mixed,3,mixed,4,mostly_natural,2,mostly_scripted,5.6,mixed,Expert shows strong personalization to customer needs but delivers content in mostly scripted language with formulaic transitions and uneven pacing.
418eefde-af5e-49bd-87da-1e70fee44f6f,full_team_sell,follow_up_scheduled,k12_parent,2013,8,9,27328,True,4,mostly_natural,4,mostly_natural,2,mostly_scripted,5,natural,4,mostly_natural,7.6,mostly_natural,"Expert demonstrates strong personalization and conversational language with genuine responsiveness, but relies on extended monologues during program description that interrupt dialogue rhythm."
435413da-b994-44f0-bb84-555bba549295,full_team_sell,booked,k12_parent,1180,9,9,14777,True,2,mostly_scripted,3,mixed,2,mostly_scripted,3,mixed,3,mixed,5.2,mixed,"Expert demonstrates mixed scriptedness with predominantly marketing language and information dumps, balanced by moderate personalization and competent handling of pricing and logistics."
4371d66c-bb65-4c12-b3aa-e7930e81128e,expert_close,follow_up_scheduled,k12_parent,259,7,6,3481,False,2,mostly_scripted,1,scripted,1,scripted,2,mostly_scripted,2,mostly_scripted,3.2,mostly_scripted,Agent follows predetermined script sequence delivering generic feature presentation despite customer's direct requests for quick pricing information and stated illness.
4787f90b-472c-4184-b70f-208a955376d2,full_team_sell,follow_up_scheduled,grad_test_prep,801,9,9,12422,True,2,mostly_scripted,3,mixed,1,scripted,3,mixed,2,mostly_scripted,4.4,mixed,"Sandra delivers a predominantly scripted pitch with formal marketing language and extended monologues, showing some responsiveness to customer details but limited conversational ownership."
47af87c8-5d9c-4083-b97e-e9953eb13639,full_team_sell,follow_up_scheduled,k12_test_prep,522,7,8,6666,True,2,mostly_scripted,4,mostly_natural,2,mostly_scripted,3,mixed,3,mixed,5.6,mixed,Fernando demonstrates strong responsiveness to customer questions but delivers information in scripted language through extended monologues with moderate personalization.
4b0bbfd7-1a7b-48ea-9b57-dfa10968a0e2,full_team_sell,follow_up_scheduled,k12_parent,901,8,8,12029,True,3,mixed,4,mostly_natural,2,mostly_scripted,4,mostly_natural,3,mixed,6.4,mostly_natural,Expert demonstrates strong personalization and responsive flow but delivers program features in scripted monologue blocks with mixed language register.
4d42ef53-7e99-467f-b739-4079d9ccf3bf,expert_close,booked,adult_learner,864,9,9,13885,False,4,mostly_natural,4,mostly_natural,3,mixed,5,natural,4,mostly_natural,8.0,mostly_natural,"Agent delivers highly personalized, responsive dialogue with natural language but reverts to pre-loaded information blocks during program description."
4d8b4ea2-7e09-4250-9749-3b0a009ddfef,full_team_sell,callback_requested,college_student,630,7,8,8360,True,2,mostly_scripted,1,scripted,3,mixed,2,mostly_scripted,2,mostly_scripted,4.0,mostly_scripted,"Expert follows rigid discovery script with formal language, ignoring customer's repeated pricing requests and time constraints, showing minimal personalization or conversational flexibility."
4e5da9b2-19bb-44e6-b202-c43d6284cdd2,full_team_sell,booked,adult_learner,1045,9,9,14919,True,3,mixed,4,mostly_natural,2,mostly_scripted,4,mostly_natural,3,mixed,6.4,mostly_natural,"Expert demonstrates strong responsiveness and personalization with genuine discovery dialogue, but reverts to longer scripted blocks during program explanation and pricing."
4ebc240f-3312-4d48-a4e6-a42a0df80303,full_team_sell,booked,college_student,2864,8,9,37513,True,3,mixed,4,mostly_natural,2,mostly_scripted,4,mostly_natural,3,mixed,6.4,mostly_natural,"Courtney demonstrates strong discovery and personalization with mostly natural dialogue, but shifts to scripted monologue mode during platform explanations and program details."
51754ec4-4e49-4513-8616-109e890ec9e4,full_team_sell,follow_up_scheduled,k12_test_prep,1736,8,8,24468,True,3,mixed,4,mostly_natural,2,mostly_scripted,4,mostly_natural,3,mixed,6.4,mostly_natural,Expert demonstrates strong personalization and responsiveness but delivers information in long scripted-sounding monologues with mixed language register.
5c7c76d5-f98c-4442-8c28-3e430f19b5b0,full_team_sell,booked,adult_learner,908,9,9,10891,True,2,mostly_scripted,3,mixed,2,mostly_scripted,3,mixed,2,mostly_scripted,4.8,mixed,"Expert delivers with predominantly scripted language and pacing, showing moderate personalization and responsiveness but limited conversational ownership of the material."
5e1d8609-87b7-4885-a537-830d54206145,full_team_sell,follow_up_scheduled,professional_certification,761,,8,11059,True,2,mostly_scripted,3,mixed,2,mostly_scripted,4,mostly_natural,3,mixed,5.6,mixed,Expert shows strong personalization and adapts to customer needs but delivers product information in scripted marketing language with monologue-style pacing.
5ee626ef-22bf-4cd5-a589-7e4ca076142e,full_team_sell,booked,k12_parent,2860,9,9,35584,True,3,mixed,4,mostly_natural,3,mixed,5,natural,4,mostly_natural,7.6,mostly_natural,"Expert demonstrates strong personalization and responsive dialogue with genuine teacher rapport, though some scripted marketing phrases and programmatic info blocks reveal underlying structure."
6022f6e0-eca8-48e8-935f-094029c82f36,full_team_sell,booked,k12_parent,2176,8,9,19711,True,4,mostly_natural,4,mostly_natural,3,mixed,5,natural,4,mostly_natural,8.0,mostly_natural,"Expert delivers mostly natural, highly personalized conversation with strong ownership, though product presentation includes moderate monologue segments."
621cc810-7be4-49cd-b5db-03789f1f44d9,full_team_sell,follow_up_scheduled,adult_learner,1525,8,9,18437,True,4,mostly_natural,5,natural,3,mixed,5,natural,4,mostly_natural,8.4,mostly_natural,"Stacy delivers a highly personalized, responsive consultation with mostly natural language, only occasionally reverting to product monologue."
631c01cb-0064-4b0a-b271-f8734588ab76,full_team_sell,booked,college_student,1172,,9,16118,False,2,mostly_scripted,3,mixed,1,scripted,4,mostly_natural,2,mostly_scripted,4.8,mixed,Agent delivers strong personalization with specific student details but relies on scripted marketing language and extended monologues with formulaic transitions throughout pitch.
6530c794-bbbe-4c9f-968b-e8848a3751cb,full_team_sell,booked,k12_parent,1923,9,9,26787,True,4,mostly_natural,5,natural,3,mixed,5,natural,4,mostly_natural,8.4,mostly_natural,"Expert delivers a highly personalized, responsive consultation with natural language and strong knowledge ownership, though information pacing shows some monologue moments during platform and pricing explanations."
68e6d5b7-c60d-4014-a9d5-ded1e154c7aa,full_team_sell,follow_up_scheduled,k12_test_prep,1650,9,9,22906,True,2,mostly_scripted,3,mixed,2,mostly_scripted,4,mostly_natural,2,mostly_scripted,5.2,mixed,"Mary delivers a moderately scripted consultation with strong personalization but formulaic transitions, extended monologue pacing, and marketing language throughout."
692d3798-640c-4cd9-a206-a0d3336563d5,full_team_sell,follow_up_scheduled,adult_learner,2666,8,9,38970,True,2,mostly_scripted,4,mostly_natural,2,mostly_scripted,4,mostly_natural,3,mixed,6.0,mixed,Agent demonstrates strong personalization and responsiveness but delivers program features in marketing language with extended monologue pacing and visible screen-reading behaviors.
6d6b1170-6138-4994-b818-fde7b8739a30,full_team_sell,booked,k12_test_prep,1823,9,9,25472,True,3,mixed,4,mostly_natural,2,mostly_scripted,4,mostly_natural,4,mostly_natural,6.8,mostly_natural,"Mary delivers a mostly natural consultation with strong personalization and responsiveness, though platform descriptions show some scripted monologue pacing and marketing language."
7149a3aa-d60d-49c4-8fcc-af7791cb7ecb,full_team_sell,follow_up_scheduled,professional_certification,982,8,9,13738,True,2,mostly_scripted,3,mixed,1,scripted,4,mostly_natural,2,mostly_scripted,4.8,mixed,Expert shows strong personalization in discovery but reverts to scripted marketing language and monologue pacing during program presentation.
71f1ac43-343e-4b11-a2c9-18f42eacb6fa,expert_close,follow_up_scheduled,k12_parent,450,8,7,6378,False,3,mixed,2,mostly_scripted,2,mostly_scripted,3,mixed,3,mixed,5.2,mixed,Agent follows predetermined content sequence with formulaic transitions but incorporates some personalization and shows ownership in pricing and scheduling discussions.
72f98c18-a70d-4f70-b987-3c962c1734c2,full_team_sell,follow_up_scheduled,college_student,811,8,9,11092,True,3,mixed,4,mostly_natural,3,mixed,4,mostly_natural,3,mixed,6.8,mostly_natural,Expert shows strong personalization and responsive flow during discovery but reverts to scripted delivery for pricing and program description.
7368a74c-724a-43fc-b09b-9bab78f99ef2,full_team_sell,booked,grad_test_prep,921,9,9,9581,True,4,mostly_natural,4,mostly_natural,3,mixed,5,natural,4,mostly_natural,8.0,mostly_natural,"Expert delivers a highly personalized, conversationally natural consultation with strong customer responsiveness, though platform description shows brief monologue tendency."
76abf1dc-6988-441a-80a5-11574babfb65,full_team_sell,booked,k12_parent,2584,9,9,31189,True,3,mixed,4,mostly_natural,2,mostly_scripted,4,mostly_natural,3,mixed,6.4,mostly_natural,"Expert demonstrates strong discovery skills with personalized, responsive dialogue but shifts to scripted pacing and marketing language during program presentation."
7c710be4-e884-43ad-b18c-411ad09479f1,expert_close,booked,k12_test_prep,602,9,,5763,False,4,mostly_natural,5,natural,3,mixed,4,mostly_natural,4,mostly_natural,8.0,mostly_natural,"Agent demonstrates mostly natural delivery with conversational language, fully responsive dialogue, and strong personalization, though information pacing shows occasional monologue blocks."
80712dd1-55d2-4e93-81bd-cbf0ac06182e,full_team_sell,follow_up_scheduled,grad_test_prep,1741,9,9,23974,True,2,mostly_scripted,3,mixed,1,scripted,4,mostly_natural,2,mostly_scripted,4.8,mixed,Norma demonstrates strong personalization and moderate responsiveness in discovery but shifts to scripted monologue delivery with marketing language during the pitch phase.
828ffa7a-c82f-4c5a-b054-f8b268b2229b,full_team_sell,booked,k12_parent,1500,9,9,23701,True,5,natural,5,natural,4,mostly_natural,5,natural,5,natural,9.6,natural,"Lamar delivers a highly natural, conversational consultation built entirely on responsive dialogue, personal anchoring, and complete ownership of the material."
8723424b-90c7-4e84-9be7-2edeba299ca0,full_team_sell,follow_up_scheduled,k12_parent,408,7,5,3195,True,4,mostly_natural,4,mostly_natural,5,natural,4,mostly_natural,4,mostly_natural,8.4,mostly_natural,"Agent delivers highly natural, responsive conversation with strong personalization and ownership, minor corporate phrasing does not detract from conversational flow."
883a3aee-094d-483e-94e3-43325b4876a3,expert_close,follow_up_scheduled,k12_test_prep,874,8,8,11910,False,4,mostly_natural,3,mixed,2,mostly_scripted,4,mostly_natural,3,mixed,6.4,mostly_natural,"Agent demonstrates strong conversational language and personalization with natural discovery flow, but reverts to scripted monologue pacing during platform and resource descriptions."
8bd9376c-b81a-4c35-b0f3-df487ba9247d,full_team_sell,booked,k12_parent,1691,9,9,18255,True,3,mixed,4,mostly_natural,2,mostly_scripted,5,natural,4,mostly_natural,7.2,mostly_natural,"Expert demonstrated strong personalization and responsiveness with mostly natural ownership, but slipped into scripted information dumps during platform and company descriptions."
90847e50-b24d-45c8-a885-66c2751fb379,full_team_sell,booked,k12_test_prep,1980,9,9,22727,True,2,mostly_scripted,3,mixed,2,mostly_scripted,4,mostly_natural,3,mixed,5.6,mixed,Agent shows strong personalization and contextual anchoring but relies on scripted marketing language and delivers information in monologue blocks with formulaic transitions.
92a4ec93-a77f-49d1-98da-c9b04e84996e,full_team_sell,follow_up_scheduled,k12_parent,364,8,8,4564,True,4,mostly_natural,5,natural,4,mostly_natural,3,mixed,4,mostly_natural,8.0,mostly_natural,"Caleb delivers a mostly natural, highly responsive consultation that adapts fully to Victor's questions, with conversational language and strong ownership, though personalization to Enzo's specific needs is limited."
931eb388-af8e-43ac-9add-d7f23f27ba63,expert_close,follow_up_scheduled,adult_learner,1202,7,8,14043,False,2,mostly_scripted,3,mixed,2,mostly_scripted,3,mixed,2,mostly_scripted,4.8,mixed,"Natasha delivers a predominantly scripted pitch with marketing language and monologue-style information blocks, showing moderate responsiveness and some personalization to Amy's goals but limited ownership of the material."
93719941-fc1f-4a19-b7b9-7a67cf48bc14,expert_close,booked,college_student,1078,9,9,15431,False,2,mostly_scripted,3,mixed,2,mostly_scripted,4,mostly_natural,3,mixed,5.6,mixed,Agent demonstrates strong personalization to the maritime student's needs but delivers program information through scripted marketing language in extended monologue blocks with formulaic transitions.
947a7177-e052-40ab-a074-559e61aabe93,expert_close,follow_up_scheduled,k12_parent,1557,8,9,19443,False,2,mostly_scripted,3,mixed,1,scripted,3,mixed,2,mostly_scripted,4.4,mixed,"Agent shows mixed scriptedness with predominantly formal marketing language, extended monologue delivery, and reading behavior, balanced by moderate personalization and some responsive moments."
96db089e-34e9-4891-95ef-c5483082d113,full_team_sell,lost,grad_test_prep,1063,8,9,13759,True,2,mostly_scripted,2,mostly_scripted,1,scripted,3,mixed,2,mostly_scripted,4.0,mostly_scripted,"Agent conducts responsive discovery but transitions to scripted pitch with marketing language, monologue pacing, and visible screen dependency."
9a1e644a-9592-4958-9cb9-b7797cbba2e5,full_team_sell,booked,k12_parent,1361,9,9,16960,True,2,mostly_scripted,3,mixed,2,mostly_scripted,4,mostly_natural,3,mixed,5.6,mixed,"Expert demonstrates strong personalization and customer listening but delivers program details in scripted monologue blocks with marketing language, resulting in mixed natural and scripted patterns."
9d4f4b52-3b9f-411d-8e24-c758837b14b7,full_team_sell,booked,adult_learner,1626,8,9,26316,True,4,mostly_natural,4,mostly_natural,3,mixed,5,natural,4,mostly_natural,8.0,mostly_natural,"Frederick delivers a mostly natural, highly personalized consultation with strong rapport-building and contextual anchoring, though platform descriptions occasionally become monologue-heavy."
9d523944-4742-4d1c-b9fe-1e5ca9e6a1f5,full_team_sell,booked,k12_parent,1380,,9,18727,True,3,mixed,4,mostly_natural,2,mostly_scripted,4,mostly_natural,3,mixed,6.4,mostly_natural,"Expert blends natural, responsive discovery with more scripted program presentation, showing strong personalization but uneven pacing and mixed content ownership."
9e524f59-4c28-4220-b09c-af214ff47506,full_team_sell,follow_up_scheduled,k12_parent,1929,8,9,26897,True,2,mostly_scripted,3,mixed,1,scripted,4,mostly_natural,2,mostly_scripted,4.8,mixed,Agent shows strong personalization and moderate responsiveness during discovery but shifts to scripted delivery with long monologues and marketing language during presentation phase.
a0c433fd-ca83-4bea-b6e0-322b9fb30583,expert_close,booked,k12_parent,566,9,8,5549,False,5,natural,5,natural,4,mostly_natural,5,natural,5,natural,9.6,natural,"Highly natural delivery with conversational language, fully responsive flow, personalized anchoring, and complete ownership of material throughout enrollment process."
a393948f-f3fd-46fe-9418-ae7315a3fd84,full_team_sell,booked,adult_learner,1566,8,9,21996,True,2,mostly_scripted,3,mixed,2,mostly_scripted,4,mostly_natural,2,mostly_scripted,5.2,mixed,"Expert shows strong personalization and moderate responsiveness during discovery but reverts to scripted, monologue-heavy delivery during program presentation with marketing language dominating."
a715e4ae-dcf9-4292-b79f-8f26627c6ab0,full_team_sell,follow_up_scheduled,professional_certification,2020,8,9,22424,True,2,mostly_scripted,3,mixed,2,mostly_scripted,4,mostly_natural,2,mostly_scripted,5.2,mixed,"Expert shows strong personalization to customer's specific needs but delivers program details in scripted, marketing-heavy language through long monologue blocks with formulaic transitions."
a763a4e7-9308-4f36-b994-f7a78dde00d0,full_team_sell,follow_up_scheduled,k12_parent,1401,8,9,19306,True,2,mostly_scripted,4,mostly_natural,2,mostly_scripted,4,mostly_natural,3,mixed,6.0,mixed,Mary shows strong responsiveness and personalization but relies on marketing language and delivers platform features in monologue blocks with formulaic transitions.
a8290af6-34b4-40f8-87ee-6bea7e80a036,expert_close,booked,grad_test_prep,1316,8,8,12572,False,4,mostly_natural,5,natural,4,mostly_natural,4,mostly_natural,4,mostly_natural,8.4,mostly_natural,"Agent delivers highly natural, responsive consultation with strong personalization and conversational ownership throughout the enrollment process."
ab6f3481-1b11-4b13-be20-a1156b482f4e,full_team_sell,booked,adult_learner,1703,8,9,14357,True,2,mostly_scripted,3,mixed,2,mostly_scripted,4,mostly_natural,3,mixed,5.6,mixed,"Eugene delivers a scripted pitch with strong contextual anchoring but reverts to marketing language and monologue pacing, showing full ownership only during unscripted troubleshooting."
ad4d9e13-531e-4d18-b0f6-ae4c61583688,full_team_sell,follow_up_scheduled,grad_test_prep,1713,,9,20371,True,4,mostly_natural,4,mostly_natural,2,mostly_scripted,5,natural,3,mixed,7.2,mostly_natural,"Kelly delivers highly natural discovery with personalized anchoring but shifts to more scripted pacing during product presentation, though maintaining conversational language throughout."
b6061017-a101-424d-a823-f82a504b7734,full_team_sell,booked,k12_enrichment,2653,9,10,45968,True,3,mixed,4,mostly_natural,2,mostly_scripted,4,mostly_natural,3,mixed,6.4,mostly_natural,"Alexis demonstrates strong personalization and responsive dialogue but shifts into scripted monologue mode during product explanations, creating an uneven delivery pattern."
b66611c3-dbb7-42f1-bf31-e5b2233e9872,full_team_sell,booked,k12_parent,1499,9,9,20938,True,4,mostly_natural,4,mostly_natural,3,mixed,5,natural,4,mostly_natural,8.0,mostly_natural,"Expert delivers a mostly natural consultation with strong personalization and responsive flow, using conversational language and personal teaching experience, though platform explanation shows some scripted pacing."
b88dedff-80bc-4b3e-8b3c-3c7a048bb9ab,expert_close,booked,k12_parent,962,9,9,11353,False,3,mixed,4,mostly_natural,2,mostly_scripted,5,natural,4,mostly_natural,7.2,mostly_natural,"Agent demonstrates strong personalization and responsiveness with authentic content ownership, though information pacing relies on extended monologues and language occasionally slips into marketing register."
b896f40f-c095-4e8e-a259-b60076c787b1,full_team_sell,follow_up_scheduled,k12_test_prep,1623,9,9,18892,True,2,mostly_scripted,3,mixed,1,scripted,4,mostly_natural,2,mostly_scripted,4.8,mixed,"Charlotte demonstrates strong personalization and moderate responsiveness but relies heavily on scripted language, formulaic transitions, and monologue-style information delivery characteristic of reading prepared content."
bc16d5e3-a45b-4e7d-acb4-df4949622b9b,full_team_sell,booked,adult_learner,2455,8,9,30525,True,2,mostly_scripted,3,mixed,2,mostly_scripted,4,mostly_natural,3,mixed,5.6,mixed,Expert shows moderate personalization and scheduling fluency but delivers program features in scripted language with predetermined pacing and formulaic transitions.
bd67beb9-539a-4782-8b50-908cfbecd765,full_team_sell,follow_up_scheduled,grad_test_prep,1036,8,9,14229,True,4,mostly_natural,5,natural,3,mixed,4,mostly_natural,4,mostly_natural,8.0,mostly_natural,"Expert delivers a mostly natural, highly responsive consultation with strong personalization, though program description shifts to longer monologue blocks."
c29a30ab-68b8-4eef-b2f8-3baed0ac334c,full_team_sell,booked,k12_parent,903,9,9,13362,True,2,mostly_scripted,4,mostly_natural,2,mostly_scripted,4,mostly_natural,3,mixed,6.0,mixed,"Lucy demonstrates strong responsive discovery with personalized anchoring but shifts to marketing language and extended monologue during product presentation, suggesting partial script reliance."
c497394c-9553-4aae-83a3-26b21c4d4be0,full_team_sell,follow_up_scheduled,professional_certification,660,8,8,10016,False,4,mostly_natural,3,mixed,4,mostly_natural,4,mostly_natural,4,mostly_natural,7.6,mostly_natural,"Agent demonstrates mostly natural delivery with conversational language, strong personalization, and good pacing, though follows visible discovery sequence despite customer urgency."
c5263ef8-b418-4a7b-b099-77a1af3d1621,full_team_sell,follow_up_scheduled,college_student,1231,9,9,18278,True,4,mostly_natural,4,mostly_natural,3,mixed,5,natural,4,mostly_natural,8.0,mostly_natural,"Courtney delivers a highly personalized, conversational consultation with strong anchoring to customer details, though platform explanations show some structured pacing."
c5432769-88ad-4772-931e-ba47d22bb71f,full_team_sell,booked,k12_parent,1708,8,9,27143,True,3,mixed,4,mostly_natural,2,mostly_scripted,4,mostly_natural,3,mixed,6.4,mostly_natural,"Expert demonstrates strong responsiveness and personalization with genuine empathy, but delivers product features in scripted blocks with marketing language interspersed throughout natural dialogue."
c6108e6e-c7c7-498e-af9b-04ef331788c4,full_team_sell,follow_up_scheduled,k12_test_prep,1687,8,9,22597,True,2,mostly_scripted,3,mixed,1,scripted,4,mostly_natural,2,mostly_scripted,4.8,mixed,Charlotte demonstrates strong personalization and adequate responsiveness during discovery but shifts into scripted monologue delivery for platform explanation with marketing-heavy language and formulaic transitions.
c6c4c18d-4f79-4a7a-9de7-476fc7089f83,full_team_sell,booked,k12_parent,1376,9,9,18007,True,2,mostly_scripted,3,mixed,2,mostly_scripted,4,mostly_natural,3,mixed,5.6,mixed,Agent shows strong personalization and moderate responsiveness during discovery but reverts to marketing language and monologue-style delivery during program presentation with mixed ownership signals.
c953e31e-7d14-4203-b082-b8ffbf803100,full_team_sell,follow_up_scheduled,k12_parent,1067,8,9,18185,True,2,mostly_scripted,3,mixed,2,mostly_scripted,4,mostly_natural,2,mostly_scripted,5.2,mixed,Expert shows strong personalization using customer details but delivers platform features and program information in scripted marketing language with monologue pacing and formulaic transitions.
c9bbdb4f-009a-43ea-bd45-463afc16d547,full_team_sell,booked,k12_parent,2525,,9,27635,True,4,mostly_natural,5,natural,3,mixed,5,natural,4,mostly_natural,8.4,mostly_natural,"Expert demonstrates strong conversational delivery with deep personalization and fully responsive dialogue, though platform/company explanations include moderate monologue segments."
cb1db6e1-c947-4782-a2ce-a47146de4cf7,expert_close,booked,k12_parent,656,9,8,8482,False,4,mostly_natural,5,natural,4,mostly_natural,5,natural,5,natural,9.2,natural,"Highly natural consultant conducting personalized enrollment with responsive dialogue, conversational language, and strong ownership of material throughout."
